img_path,label
./train/augmented_TRAIN_00109.jpg,Indian Roller
./train/augmented_TRAIN_00110.jpg,Sarus Crane
./train/augmented_TRAIN_00111.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00112.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00113.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00114.jpg,Northern Lapwing
./train/augmented_TRAIN_00115.jpg,Gray Wagtail
./train/augmented_TRAIN_00116.jpg,Sarus Crane
./train/augmented_TRAIN_00117.jpg,Gray Wagtail
./train/augmented_TRAIN_00118.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00119.jpg,Cattle Egret
./train/augmented_TRAIN_00120.jpg,Forest Wagtail
./train/augmented_TRAIN_00121.jpg,Brown-Headed Barbet
./train/augmented_TRAIN_00122.jpg,Sarus Crane
./train/augmented_TRAIN_00123.jpg,White Wagtail
./train/augmented_TRAIN_00124.jpg,Hoopoe
./train/augmented_TRAIN_00125.jpg,Northern Lapwing
./train/augmented_TRAIN_00126.jpg,Indian Roller
./train/augmented_TRAIN_00127.jpg,Common Kingfisher
./train/augmented_TRAIN_00128.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00129.jpg,Common Rosefinch
./train/augmented_TRAIN_00130.jpg,Common Myna
./train/augmented_TRAIN_00131.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00132.jpg,Jungle Babbler
./train/augmented_TRAIN_00133.jpg,Common Rosefinch
./train/augmented_TRAIN_00134.jpg,Common Rosefinch
./train/augmented_TRAIN_00135.jpg,House Crow
./train/augmented_TRAIN_00136.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00137.jpg,Forest Wagtail
./train/augmented_TRAIN_00138.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00139.jpg,Brown-Headed Barbet
./train/augmented_TRAIN_00140.jpg,House Crow
./train/augmented_TRAIN_00141.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00142.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00143.jpg,Forest Wagtail
./train/augmented_TRAIN_00144.jpg,Indian Pitta
./train/augmented_TRAIN_00145.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00146.jpg,Sarus Crane
./train/augmented_TRAIN_00147.jpg,Common Kingfisher
./train/augmented_TRAIN_00148.jpg,Hoopoe
./train/augmented_TRAIN_00149.jpg,Rufous Treepie
./train/augmented_TRAIN_00150.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00151.jpg,Common Rosefinch
./train/augmented_TRAIN_00152.jpg,Northern Lapwing
./train/augmented_TRAIN_00153.jpg,House Crow
./train/augmented_TRAIN_00154.jpg,Hoopoe
./train/augmented_TRAIN_00155.jpg,Common Rosefinch
./train/augmented_TRAIN_00156.jpg,Forest Wagtail
./train/augmented_TRAIN_00157.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00158.jpg,Common Kingfisher
./train/augmented_TRAIN_00159.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00160.jpg,House Crow
./train/augmented_TRAIN_00161.jpg,Common Myna
./train/augmented_TRAIN_00162.jpg,Indian Roller
./train/augmented_TRAIN_00163.jpg,Hoopoe
./train/augmented_TRAIN_00164.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00165.jpg,White Wagtail
./train/augmented_TRAIN_00166.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00167.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00168.jpg,Cattle Egret
./train/augmented_TRAIN_00169.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00170.jpg,Hoopoe
./train/augmented_TRAIN_00171.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00172.jpg,House Crow
./train/augmented_TRAIN_00173.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00174.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00175.jpg,Indian Pitta
./train/augmented_TRAIN_00176.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00177.jpg,Brown-Headed Barbet
./train/augmented_TRAIN_00178.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00179.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00180.jpg,Jungle Babbler
./train/augmented_TRAIN_00181.jpg,Forest Wagtail
./train/augmented_TRAIN_00182.jpg,Forest Wagtail
./train/augmented_TRAIN_00183.jpg,Common Myna
./train/augmented_TRAIN_00184.jpg,Hoopoe
./train/augmented_TRAIN_00185.jpg,Northern Lapwing
./train/augmented_TRAIN_00186.jpg,Northern Lapwing
./train/augmented_TRAIN_00187.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00188.jpg,Rufous Treepie
./train/augmented_TRAIN_00189.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00190.jpg,Rufous Treepie
./train/augmented_TRAIN_00191.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00192.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00193.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00194.jpg,Indian Pitta
./train/augmented_TRAIN_00195.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00196.jpg,Common Kingfisher
./train/augmented_TRAIN_00197.jpg,Common Myna
./train/augmented_TRAIN_00198.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00199.jpg,Indian Pitta
./train/augmented_TRAIN_00200.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00201.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00202.jpg,Indian Roller
./train/augmented_TRAIN_00203.jpg,Sarus Crane
./train/augmented_TRAIN_00204.jpg,Common Kingfisher
./train/augmented_TRAIN_00205.jpg,Common Myna
./train/augmented_TRAIN_00206.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00207.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00208.jpg,Jungle Babbler
./train/augmented_TRAIN_00209.jpg,Jungle Babbler
./train/augmented_TRAIN_00210.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00211.jpg,Gray Wagtail
./train/augmented_TRAIN_00212.jpg,Common Myna
./train/augmented_TRAIN_00213.jpg,Brown-Headed Barbet
./train/augmented_TRAIN_00214.jpg,Forest Wagtail
./train/augmented_TRAIN_00215.jpg,Indian Roller
./train/augmented_TRAIN_00216.jpg,Common Rosefinch
./train/augmented_TRAIN_00217.jpg,Brown-Headed Barbet
./train/augmented_TRAIN_00218.jpg,Jungle Babbler
./train/augmented_TRAIN_00219.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00220.jpg,Cattle Egret
./train/augmented_TRAIN_00221.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00222.jpg,Cattle Egret
./train/augmented_TRAIN_00223.jpg,Common Tailorbird
./train/augmented_TRAIN_00224.jpg,Jungle Babbler
./train/augmented_TRAIN_00225.jpg,Sarus Crane
./train/augmented_TRAIN_00226.jpg,Common Myna
./train/augmented_TRAIN_00227.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00228.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00229.jpg,Indian Peacock
./train/augmented_TRAIN_00230.jpg,Common Myna
./train/augmented_TRAIN_00231.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00232.jpg,White Wagtail
./train/augmented_TRAIN_00233.jpg,Gray Wagtail
./train/augmented_TRAIN_00234.jpg,Sarus Crane
./train/augmented_TRAIN_00235.jpg,Common Kingfisher
./train/augmented_TRAIN_00236.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00237.jpg,Common Myna
./train/augmented_TRAIN_00238.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00239.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00240.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00241.jpg,Common Rosefinch
./train/augmented_TRAIN_00242.jpg,Common Kingfisher
./train/augmented_TRAIN_00243.jpg,Common Kingfisher
./train/augmented_TRAIN_00244.jpg,Rufous Treepie
./train/augmented_TRAIN_00245.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00246.jpg,Hoopoe
./train/augmented_TRAIN_00247.jpg,Hoopoe
./train/augmented_TRAIN_00248.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00249.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00250.jpg,Cattle Egret
./train/augmented_TRAIN_00251.jpg,Sarus Crane
./train/augmented_TRAIN_00252.jpg,Brown-Headed Barbet
./train/augmented_TRAIN_00253.jpg,Sarus Crane
./train/augmented_TRAIN_00254.jpg,Rufous Treepie
./train/augmented_TRAIN_00255.jpg,Indian Roller
./train/augmented_TRAIN_00256.jpg,Sarus Crane
./train/augmented_TRAIN_00257.jpg,Indian Roller
./train/augmented_TRAIN_00258.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00259.jpg,Northern Lapwing
./train/augmented_TRAIN_00260.jpg,Common Tailorbird
./train/augmented_TRAIN_00261.jpg,Cattle Egret
./train/augmented_TRAIN_00262.jpg,Common Tailorbird
./train/augmented_TRAIN_00263.jpg,Common Tailorbird
./train/augmented_TRAIN_00264.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00265.jpg,Hoopoe
./train/augmented_TRAIN_00266.jpg,Jungle Babbler
./train/augmented_TRAIN_00267.jpg,Jungle Babbler
./train/augmented_TRAIN_00268.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00269.jpg,Hoopoe
./train/augmented_TRAIN_00270.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00271.jpg,Common Rosefinch
./train/augmented_TRAIN_00272.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00273.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00274.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00275.jpg,Common Rosefinch
./train/augmented_TRAIN_00276.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00277.jpg,House Crow
./train/augmented_TRAIN_00278.jpg,Cattle Egret
./train/augmented_TRAIN_00279.jpg,Indian Roller
./train/augmented_TRAIN_00280.jpg,Common Rosefinch
./train/augmented_TRAIN_00281.jpg,Indian Pitta
./train/augmented_TRAIN_00282.jpg,Indian Peacock
./train/augmented_TRAIN_00283.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00284.jpg,Jungle Babbler
./train/augmented_TRAIN_00285.jpg,Rufous Treepie
./train/augmented_TRAIN_00286.jpg,Common Myna
./train/augmented_TRAIN_00287.jpg,Cattle Egret
./train/augmented_TRAIN_00288.jpg,Indian Peacock
./train/augmented_TRAIN_00289.jpg,House Crow
./train/augmented_TRAIN_00290.jpg,Jungle Babbler
./train/augmented_TRAIN_00291.jpg,Northern Lapwing
./train/augmented_TRAIN_00292.jpg,Jungle Babbler
./train/augmented_TRAIN_00293.jpg,Rufous Treepie
./train/augmented_TRAIN_00294.jpg,Rufous Treepie
./train/augmented_TRAIN_00295.jpg,Sarus Crane
./train/augmented_TRAIN_00296.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00297.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00298.jpg,Common Tailorbird
./train/augmented_TRAIN_00299.jpg,White Wagtail
./train/augmented_TRAIN_00300.jpg,Common Rosefinch
./train/augmented_TRAIN_00301.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00302.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00303.jpg,Gray Wagtail
./train/augmented_TRAIN_00304.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00305.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00306.jpg,Cattle Egret
./train/augmented_TRAIN_00307.jpg,Indian Roller
./train/augmented_TRAIN_00308.jpg,Northern Lapwing
./train/augmented_TRAIN_00309.jpg,Forest Wagtail
./train/augmented_TRAIN_00310.jpg,Common Rosefinch
./train/augmented_TRAIN_00311.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00312.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00313.jpg,Indian Peacock
./train/augmented_TRAIN_00314.jpg,Rufous Treepie
./train/augmented_TRAIN_00315.jpg,Rufous Treepie
./train/augmented_TRAIN_00316.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00317.jpg,Indian Pitta
./train/augmented_TRAIN_00318.jpg,Common Myna
./train/augmented_TRAIN_00319.jpg,Indian Pitta
./train/augmented_TRAIN_00320.jpg,House Crow
./train/augmented_TRAIN_00321.jpg,Brown-Headed Barbet
./train/augmented_TRAIN_00322.jpg,Common Rosefinch
./train/augmented_TRAIN_00323.jpg,Jungle Babbler
./train/augmented_TRAIN_00324.jpg,Sarus Crane
./train/augmented_TRAIN_00325.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00326.jpg,Indian Roller
./train/augmented_TRAIN_00327.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00328.jpg,Rufous Treepie
./train/augmented_TRAIN_00329.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00330.jpg,Common Kingfisher
./train/augmented_TRAIN_00331.jpg,Gray Wagtail
./train/augmented_TRAIN_00332.jpg,Common Tailorbird
./train/augmented_TRAIN_00333.jpg,Rufous Treepie
./train/augmented_TRAIN_00334.jpg,Jungle Babbler
./train/augmented_TRAIN_00335.jpg,Indian Pitta
./train/augmented_TRAIN_00336.jpg,Gray Wagtail
./train/augmented_TRAIN_00337.jpg,Gray Wagtail
./train/augmented_TRAIN_00338.jpg,Rufous Treepie
./train/augmented_TRAIN_00339.jpg,Hoopoe
./train/augmented_TRAIN_00340.jpg,Northern Lapwing
./train/augmented_TRAIN_00341.jpg,Indian Peacock
./train/augmented_TRAIN_00342.jpg,Indian Roller
./train/augmented_TRAIN_00343.jpg,White Wagtail
./train/augmented_TRAIN_00344.jpg,Rufous Treepie
./train/augmented_TRAIN_00345.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00346.jpg,Indian Roller
./train/augmented_TRAIN_00347.jpg,Jungle Babbler
./train/augmented_TRAIN_00348.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00349.jpg,Indian Pitta
./train/augmented_TRAIN_00350.jpg,Forest Wagtail
./train/augmented_TRAIN_00351.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00352.jpg,Indian Roller
./train/augmented_TRAIN_00353.jpg,Indian Peacock
./train/augmented_TRAIN_00354.jpg,Forest Wagtail
./train/augmented_TRAIN_00355.jpg,Forest Wagtail
./train/augmented_TRAIN_00356.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00357.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00358.jpg,Indian Peacock
./train/augmented_TRAIN_00359.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00360.jpg,Rufous Treepie
./train/augmented_TRAIN_00361.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00362.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00363.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00364.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00365.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00366.jpg,Northern Lapwing
./train/augmented_TRAIN_00367.jpg,White Wagtail
./train/augmented_TRAIN_00368.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00369.jpg,Sarus Crane
./train/augmented_TRAIN_00370.jpg,Indian Peacock
./train/augmented_TRAIN_00371.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00372.jpg,Common Rosefinch
./train/augmented_TRAIN_00373.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00374.jpg,Indian Peacock
./train/augmented_TRAIN_00375.jpg,Forest Wagtail
./train/augmented_TRAIN_00376.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00377.jpg,Rufous Treepie
./train/augmented_TRAIN_00378.jpg,Common Myna
./train/augmented_TRAIN_00379.jpg,House Crow
./train/augmented_TRAIN_00380.jpg,Forest Wagtail
./train/augmented_TRAIN_00381.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00382.jpg,House Crow
./train/augmented_TRAIN_00383.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00384.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00385.jpg,Common Kingfisher
./train/augmented_TRAIN_00386.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00387.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00388.jpg,Hoopoe
./train/augmented_TRAIN_00389.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00390.jpg,Rufous Treepie
./train/augmented_TRAIN_00391.jpg,Common Rosefinch
./train/augmented_TRAIN_00392.jpg,White Wagtail
./train/augmented_TRAIN_00393.jpg,Sarus Crane
./train/augmented_TRAIN_00394.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00395.jpg,Rufous Treepie
./train/augmented_TRAIN_00396.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00397.jpg,Common Tailorbird
./train/augmented_TRAIN_00398.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00399.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00400.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00401.jpg,House Crow
./train/augmented_TRAIN_00402.jpg,Hoopoe
./train/augmented_TRAIN_00403.jpg,Common Myna
./train/augmented_TRAIN_00404.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00405.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00406.jpg,Indian Roller
./train/augmented_TRAIN_00407.jpg,Common Kingfisher
./train/augmented_TRAIN_00408.jpg,Common Rosefinch
./train/augmented_TRAIN_00409.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00410.jpg,Indian Roller
./train/augmented_TRAIN_00411.jpg,Forest Wagtail
./train/augmented_TRAIN_00412.jpg,White Wagtail
./train/augmented_TRAIN_00413.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00414.jpg,White-Breasted Waterhen
./train/augmented_TRAIN_00415.jpg,Common Tailorbird
./train/augmented_TRAIN_00416.jpg,Brown-Headed Barbet
./train/augmented_TRAIN_00417.jpg,Indian Roller
./train/augmented_TRAIN_00418.jpg,Rufous Treepie
./train/augmented_TRAIN_00419.jpg,Common Rosefinch
./train/augmented_TRAIN_00420.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00421.jpg,Common Kingfisher
./train/augmented_TRAIN_00422.jpg,Common Myna
./train/augmented_TRAIN_00423.jpg,Northern Lapwing
./train/augmented_TRAIN_00424.jpg,Indian Roller
./train/augmented_TRAIN_00425.jpg,Hoopoe
./train/augmented_TRAIN_00426.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00427.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00428.jpg,Brown-Headed Barbet
./train/augmented_TRAIN_00429.jpg,Brown-Headed Barbet
./train/augmented_TRAIN_00430.jpg,Rufous Treepie
./train/augmented_TRAIN_00431.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00432.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00433.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00434.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00435.jpg,Jungle Babbler
./train/augmented_TRAIN_00436.jpg,Jungle Babbler
./train/augmented_TRAIN_00437.jpg,Gray Wagtail
./train/augmented_TRAIN_00438.jpg,Indian Roller
./train/augmented_TRAIN_00439.jpg,Common Tailorbird
./train/augmented_TRAIN_00440.jpg,Common Rosefinch
./train/augmented_TRAIN_00441.jpg,Indian Pitta
./train/augmented_TRAIN_00442.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00443.jpg,Common Rosefinch
./train/augmented_TRAIN_00444.jpg,Hoopoe
./train/augmented_TRAIN_00445.jpg,House Crow
./train/augmented_TRAIN_00446.jpg,Gray Wagtail
./train/augmented_TRAIN_00447.jpg,House Crow
./train/augmented_TRAIN_00448.jpg,Common Kingfisher
./train/augmented_TRAIN_00449.jpg,Coppersmith Barbet
./train/augmented_TRAIN_00450.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00451.jpg,Indian Peacock
./train/augmented_TRAIN_00452.jpg,Rufous Treepie
./train/augmented_TRAIN_00453.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00454.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00455.jpg,Common Myna
./train/augmented_TRAIN_00456.jpg,Indian Grey Hornbill
./train/augmented_TRAIN_00457.jpg,Cattle Egret
./train/augmented_TRAIN_00458.jpg,Indian Peacock
./train/augmented_TRAIN_00459.jpg,Indian Pitta
./train/augmented_TRAIN_00460.jpg,Indian Peacock
./train/augmented_TRAIN_00461.jpg,Brown-Headed Barbet
./train/augmented_TRAIN_00462.jpg,Common Kingfisher
./train/augmented_TRAIN_00463.jpg,Ruddy Shelduck
./train/augmented_TRAIN_00464.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00465.jpg,Common Tailorbird
./train/augmented_TRAIN_00466.jpg,Red-Wattled Lapwing
./train/augmented_TRAIN_00467.jpg,Brown-Headed Barbet
./train/augmented_TRAIN_00468.jpg,White-Breasted Kingfisher
./train/augmented_TRAIN_00469.jpg,Asian Green Bee-Eater
./train/augmented_TRAIN_00470.jpg,Indian Pitta
./train/augmented_TRAIN_00471.jpg,Cattle Egret
./train/augmented_TRAIN_00472.jpg,Common Rosefinch
./train/augmented_TRAIN_00473.jpg,Common Tailorbird
